task,ep,frames,dur_s,fps,frac_loco,frac_mani,frac_concurrent,conc_given_motion,teleop_lag_ms,track_rmse_rad,grasp_cycles
wipe_table,episode_0053_20260523_175540,807,26.88,29.99,0.3697,0.8722,0.3672,0.4199,80.0,0.1381,1
wipe_table,episode_0053_20260524_171053,671,22.34,29.99,0.494,0.8851,0.4791,0.5323,80.0,0.1341,1
wipe_table,episode_0054_20260523_175624,563,18.74,29.99,0.3648,0.847,0.347,0.4012,439.9,0.124,1
wipe_table,episode_0054_20260524_153220,654,21.78,29.98,0.4839,0.8744,0.4732,0.5346,80.0,0.1307,0
wipe_table,episode_0054_20260524_171132,594,19.76,30.01,0.5143,0.946,0.5076,0.5327,80.0,0.141,1
wipe_table,episode_0055_20260523_175739,784,26.1,30.0,0.3883,0.8544,0.3742,0.4309,80.0,0.1254,1
wipe_table,episode_0055_20260524_153301,737,24.54,29.99,0.4321,0.8207,0.428,0.5189,80.0,0.1169,1
wipe_table,episode_0056_20260524_171328,573,19.06,30.01,0.458,0.9038,0.4493,0.4923,40.0,0.1302,1
wipe_table,episode_0057_20260523_175922,690,22.96,30.01,0.3832,0.8592,0.3687,0.4219,80.0,0.1335,1
wipe_table,episode_0057_20260524_153439,580,19.3,30.0,0.4905,0.8946,0.4801,0.5305,140.0,0.1321,1
wipe_table,episode_0057_20260524_171406,538,17.9,30.0,0.5047,0.9385,0.5028,0.5347,140.0,0.1377,1
wipe_table,episode_0058_20260524_153516,670,22.3,30.0,0.438,0.849,0.4305,0.5026,100.0,0.1219,1
wipe_table,episode_0059_20260523_180100,681,22.66,30.01,0.3574,0.8103,0.3397,0.4103,60.0,0.1225,1
wipe_table,episode_0060_20260523_180145,849,28.26,30.01,0.3679,0.9269,0.3632,0.3899,80.0,0.1321,1
wipe_table,episode_0060_20260524_153631,733,24.4,30.0,0.4358,0.8306,0.4249,0.5049,120.0,0.1162,1
wipe_table,episode_0060_20260524_171553,530,17.62,30.02,0.5217,0.9584,0.5142,0.5323,120.0,0.1269,1
wipe_table,episode_0061_20260523_180226,611,20.34,29.99,0.3738,0.8934,0.3623,0.4004,280.0,0.1118,1
wipe_table,episode_0061_20260524_153721,645,21.46,30.01,0.5326,0.9006,0.5248,0.5778,240.0,0.1527,1
wipe_table,episode_0061_20260524_171626,564,18.76,30.01,0.5009,0.952,0.4973,0.5204,80.0,0.1399,1
wipe_table,episode_0062_20260524_171701,571,18.98,30.03,0.5842,0.9684,0.5789,0.5946,100.0,0.1383,1
wipe_table,episode_0064_20260524_171814,529,17.6,30.0,0.4678,0.9451,0.4678,0.495,60.0,0.1628,1
wipe_table,episode_0066_20260524_171936,625,20.8,30.0,0.4663,0.8798,0.4503,0.5027,299.9,0.1549,1
