task,ep,frames,dur_s,fps,frac_loco,frac_mani,frac_concurrent,conc_given_motion,teleop_lag_ms,track_rmse_rad,grasp_cycles
push_chair,episode_0022_20260611_202025,738,24.58,29.98,0.2944,0.5604,0.2551,0.4253,80.0,0.1592,1
push_chair,episode_0022_20260611_212851,879,29.26,30.01,0.3007,0.5478,0.2528,0.4245,60.0,0.1783,1
push_chair,episode_0022_20260611_221633,759,25.28,29.98,0.2309,0.4129,0.1649,0.3444,120.0,0.1316,1
push_chair,episode_0023_20260611_172840,498,16.56,30.01,0.3541,0.6056,0.2475,0.3475,0.0,0.1471,1
push_chair,episode_0023_20260611_202310,764,25.42,30.02,0.2923,0.5282,0.2333,0.3973,40.0,0.1596,1
push_chair,episode_0023_20260611_221711,579,19.26,30.01,0.2716,0.5173,0.192,0.3217,60.0,0.1617,1
push_chair,episode_0023_20260612_134358,717,23.86,30.01,0.2835,0.486,0.1983,0.3472,240.0,0.1332,1
push_chair,episode_0024_20260611_172917,611,20.34,29.99,0.2672,0.5721,0.2082,0.3299,0.0,0.1545,1
push_chair,episode_0024_20260611_202401,739,24.6,30.0,0.3089,0.5515,0.2642,0.4432,0.0,0.1419,1
push_chair,episode_0024_20260611_213034,915,30.46,30.01,0.302,0.605,0.2538,0.3886,120.0,0.1768,1
push_chair,episode_0024_20260611_221746,541,18.0,30.0,0.3019,0.5796,0.2537,0.4041,40.0,0.1233,1
push_chair,episode_0024_20260612_134442,624,20.76,30.01,0.236,0.4751,0.1782,0.3343,40.0,0.1281,1
push_chair,episode_0025_20260611_154700,834,27.76,30.01,0.2629,0.4478,0.1765,0.3303,239.9,0.1337,1
push_chair,episode_0025_20260611_172955,649,21.6,30.0,0.2917,0.6744,0.2454,0.3405,159.9,0.1414,1
push_chair,episode_0025_20260611_202450,734,24.42,30.02,0.307,0.5307,0.2619,0.455,20.0,0.1541,1
push_chair,episode_0025_20260611_213124,963,32.06,30.01,0.2879,0.5489,0.2484,0.4223,120.0,0.1972,1
push_chair,episode_0025_20260611_221821,557,18.54,29.99,0.259,0.4946,0.1978,0.356,60.0,0.1496,1
push_chair,episode_0025_20260612_134522,764,25.44,29.99,0.2608,0.4653,0.2071,0.399,60.0,0.1516,1
push_chair,episode_0026_20260611_173037,593,19.74,29.99,0.3514,0.6098,0.2534,0.358,0.0,0.1576,1
push_chair,episode_0026_20260611_202538,771,25.68,29.98,0.3455,0.5403,0.3117,0.543,0.0,0.1633,1
push_chair,episode_0026_20260611_213228,859,28.6,30.0,0.2937,0.5058,0.2284,0.4,120.0,0.1663,1
push_chair,episode_0026_20260611_221858,578,19.22,30.02,0.2548,0.4991,0.1872,0.3303,80.0,0.1404,1
push_chair,episode_0027_20260611_173114,677,22.54,29.99,0.2544,0.5932,0.2056,0.3203,100.0,0.1559,1
push_chair,episode_0027_20260611_202631,683,22.74,29.99,0.3431,0.5924,0.283,0.4337,40.0,0.189,1
push_chair,episode_0027_20260611_213317,908,30.24,29.99,0.3341,0.5799,0.2723,0.4244,120.0,0.1945,1
push_chair,episode_0027_20260611_221931,517,17.2,30.0,0.2713,0.4767,0.2171,0.4088,120.0,0.1379,1
push_chair,episode_0028_20260611_202712,754,25.1,30.0,0.3413,0.6255,0.2895,0.4275,0.0,0.2025,1
push_chair,episode_0028_20260611_213435,683,22.74,29.99,0.3666,0.5396,0.3035,0.5036,120.0,0.1718,1
push_chair,episode_0028_20260611_222004,528,17.58,29.98,0.2562,0.5408,0.2201,0.3816,40.0,0.1201,1
push_chair,episode_0029_20260611_202837,691,23.0,30.0,0.2783,0.5667,0.2232,0.359,0.0,0.1805,1
push_chair,episode_0029_20260611_213516,742,24.7,30.0,0.3657,0.6005,0.2834,0.415,100.0,0.1716,1
push_chair,episode_0029_20260611_222036,560,18.64,29.99,0.2594,0.5063,0.2004,0.3544,120.0,0.1248,1
push_chair,episode_0030_20260611_213553,796,26.5,30.0,0.317,0.5874,0.2403,0.3617,80.0,0.1862,1
push_chair,episode_0030_20260611_222112,517,17.2,30.0,0.3217,0.6221,0.2519,0.3641,80.0,0.1535,1
push_chair,episode_0031_20260611_202931,651,21.68,29.98,0.3662,0.5615,0.2785,0.4289,60.0,0.1631,1
push_chair,episode_0031_20260611_213641,757,25.2,30.0,0.3836,0.5966,0.2989,0.4388,140.0,0.1824,1
push_chair,episode_0031_20260611_222146,551,18.32,30.02,0.2709,0.5309,0.2073,0.3486,40.0,0.1486,1
push_chair,episode_0032_20260611_213722,729,24.26,30.01,0.4299,0.6662,0.3434,0.4562,100.0,0.1903,1
push_chair,episode_0032_20260611_222228,587,19.52,30.02,0.2833,0.4761,0.227,0.4263,100.0,0.1361,1
push_chair,episode_0033_20260611_203122,671,22.32,30.02,0.3209,0.5866,0.2851,0.458,80.0,0.1566,1
push_chair,episode_0033_20260611_222301,629,20.94,29.99,0.2787,0.4618,0.1959,0.3596,120.0,0.1349,1
push_chair,episode_0034_20260611_203206,850,28.3,30.0,0.3133,0.6031,0.2674,0.412,40.0,0.1628,1
push_chair,episode_0034_20260611_222339,528,17.56,30.01,0.296,0.5332,0.2505,0.4328,140.0,0.1442,1
push_chair,episode_0035_20260611_222438,554,18.44,29.99,0.2803,0.5262,0.2116,0.3556,40.0,0.1417,1
push_chair,episode_0036_20260611_203338,625,20.8,30.0,0.3942,0.7179,0.351,0.4611,120.0,0.1654,1
push_chair,episode_0037_20260611_203427,664,22.1,30.0,0.356,0.6772,0.3288,0.4668,40.0,0.1895,1
push_chair,episode_0037_20260611_222535,536,17.84,29.99,0.3084,0.5813,0.2579,0.4083,40.0,0.1412,1
push_chair,episode_0038_20260611_203511,850,28.3,30.0,0.3216,0.616,0.2921,0.4526,60.0,0.1612,1
push_chair,episode_0038_20260611_222610,581,19.34,29.99,0.2328,0.5034,0.1776,0.3179,0.0,0.1378,1
push_chair,episode_0039_20260611_203622,622,20.7,30.0,0.3478,0.6522,0.314,0.4577,80.0,0.1817,1
push_chair,episode_0039_20260611_222648,594,19.76,30.01,0.312,0.5447,0.2411,0.3918,60.0,0.1708,1
push_chair,episode_0041_20260611_203709,847,28.2,30.0,0.331,0.5922,0.2955,0.4708,40.0,0.182,1
push_chair,episode_0042_20260611_203759,681,22.66,30.01,0.2926,0.6574,0.2338,0.3265,20.0,0.1808,1
push_chair,episode_0044_20260611_203940,662,22.02,30.02,0.3434,0.5749,0.3011,0.4877,60.0,0.1388,1
push_chair,episode_0046_20260611_204040,747,24.88,29.98,0.252,0.5147,0.2105,0.3783,0.0,0.1689,1
push_chair,episode_0047_20260611_204134,775,25.8,30.0,0.2804,0.5788,0.2313,0.3683,120.0,0.1649,1
push_chair,episode_0048_20260611_204219,667,22.2,30.0,0.3634,0.6021,0.3078,0.468,100.0,0.1728,1
push_chair,episode_0050_20260611_204343,724,24.1,30.0,0.3084,0.5989,0.2531,0.3869,40.0,0.1499,1
push_chair,episode_0051_20260611_204425,707,23.52,30.02,0.3555,0.6388,0.2691,0.3711,0.0,0.171,1
push_chair,episode_0052_20260611_204507,728,24.22,30.02,0.2875,0.6327,0.2338,0.3407,120.0,0.1898,1
push_chair,episode_0053_20260611_204606,649,21.6,30.0,0.3951,0.5849,0.2886,0.4174,80.0,0.1765,1
push_chair,episode_0054_20260611_204702,792,26.38,29.98,0.3287,0.6018,0.2769,0.4236,80.0,0.187,1
push_chair,episode_0055_20260611_204753,892,29.68,30.02,0.303,0.6622,0.2682,0.3849,120.0,0.1942,1
push_chair,episode_0059_20260611_205124,671,22.34,29.99,0.306,0.5164,0.2388,0.4092,20.0,0.1442,1
push_chair,episode_0060_20260611_205204,893,29.72,30.01,0.315,0.565,0.2612,0.4221,180.0,0.1565,1
retrieve_from_the_upper_fridge,episode_0000_20260622_193126,1463,48.74,30.0,0.0746,0.4815,0.0643,0.1307,240.0,0.1143,1
retrieve_from_the_upper_fridge,episode_0000_20260623_183810,1550,51.62,30.01,0.0626,0.4816,0.0497,0.1005,200.0,0.1102,1
retrieve_from_the_upper_fridge,episode_0000_20260623_201836,1481,49.32,30.01,0.0743,0.5277,0.0635,0.1179,260.0,0.114,1
retrieve_from_the_upper_fridge,episode_0001_20260623_183919,1641,54.66,30.0,0.0543,0.4585,0.0366,0.0768,240.0,0.1021,1
retrieve_from_the_upper_fridge,episode_0001_20260623_201949,1483,49.4,30.0,0.0891,0.5391,0.0702,0.1258,239.9,0.1241,1
retrieve_from_the_upper_fridge,episode_0002_20260623_202104,1453,48.4,30.0,0.0882,0.5269,0.0716,0.1318,240.0,0.1156,1
retrieve_from_the_upper_fridge,episode_0003_20260622_163157,1622,54.02,30.01,0.1184,0.5361,0.0882,0.1558,200.0,0.1268,1
retrieve_from_the_upper_fridge,episode_0003_20260622_193450,1536,51.16,30.0,0.0912,0.5388,0.0775,0.1403,279.9,0.138,1
retrieve_from_the_upper_fridge,episode_0003_20260623_133253,1625,54.14,30.0,0.0794,0.4212,0.0523,0.1168,280.0,0.1157,1
retrieve_from_the_upper_fridge,episode_0003_20260623_184157,1696,56.5,30.0,0.0625,0.3853,0.0431,0.1064,319.9,0.1182,1
retrieve_from_the_upper_fridge,episode_0003_20260623_202212,1372,45.7,30.0,0.0839,0.5733,0.0708,0.1206,239.9,0.1197,1
retrieve_from_the_upper_fridge,episode_0004_20260622_163309,1528,50.9,30.0,0.11,0.5645,0.0963,0.1665,300.0,0.1271,1
retrieve_from_the_upper_fridge,episode_0004_20260622_193602,1540,51.3,30.0,0.117,0.473,0.0845,0.1671,220.0,0.1077,1
retrieve_from_the_upper_fridge,episode_0004_20260623_133415,1662,55.36,30.0,0.0957,0.4654,0.0722,0.1478,180.0,0.1019,1
retrieve_from_the_upper_fridge,episode_0004_20260623_202311,1347,44.86,30.0,0.0632,0.5921,0.0505,0.0835,180.0,0.1179,1
retrieve_from_the_upper_fridge,episode_0005_20260622_163424,1686,56.18,29.99,0.092,0.4742,0.0777,0.1592,300.0,0.132,1
retrieve_from_the_upper_fridge,episode_0005_20260623_133527,1701,56.68,29.99,0.0776,0.4112,0.0582,0.1352,220.0,0.1044,1
retrieve_from_the_upper_fridge,episode_0005_20260623_202409,1475,49.14,30.0,0.0733,0.5027,0.0563,0.1084,220.0,0.118,1
retrieve_from_the_upper_fridge,episode_0006_20260623_133643,1555,51.8,30.0,0.0689,0.4678,0.0541,0.112,220.0,0.11,1
retrieve_from_the_upper_fridge,episode_0006_20260623_184358,1764,58.76,30.0,0.0601,0.4351,0.0505,0.1135,240.0,0.1111,1
retrieve_from_the_upper_fridge,episode_0006_20260623_202510,1481,49.34,30.0,0.0574,0.5311,0.0507,0.0942,240.0,0.1202,1
retrieve_from_the_upper_fridge,episode_0007_20260622_163545,1481,49.32,30.01,0.0939,0.5689,0.0784,0.1341,260.0,0.1143,1
retrieve_from_the_upper_fridge,episode_0007_20260622_193826,1471,49.0,30.0,0.117,0.4769,0.0939,0.1878,220.0,0.1198,1
retrieve_from_the_upper_fridge,episode_0007_20260623_133751,1604,53.44,30.0,0.0599,0.4498,0.0493,0.107,260.0,0.1117,1
retrieve_from_the_upper_fridge,episode_0007_20260623_184538,1813,60.4,30.0,0.069,0.4283,0.053,0.1193,240.0,0.1103,1
retrieve_from_the_upper_fridge,episode_0008_20260622_163650,1862,62.04,30.0,0.1188,0.5314,0.1026,0.1874,280.0,0.1739,1
retrieve_from_the_upper_fridge,episode_0008_20260622_193934,1512,50.36,30.0,0.0999,0.4792,0.0834,0.1682,180.0,0.1104,1
retrieve_from_the_upper_fridge,episode_0008_20260623_133902,1546,51.5,30.0,0.123,0.5146,0.101,0.1882,200.0,0.1017,1
retrieve_from_the_upper_fridge,episode_0008_20260623_184657,1635,54.48,29.99,0.06,0.429,0.0404,0.09,240.0,0.1082,1
retrieve_from_the_upper_fridge,episode_0009_20260622_163809,1626,54.16,30.0,0.1188,0.5446,0.0905,0.1579,240.0,0.1441,1
retrieve_from_the_upper_fridge,episode_0009_20260622_194040,1799,59.94,30.0,0.0901,0.4527,0.0656,0.1375,260.0,0.1166,1
retrieve_from_the_upper_fridge,episode_0009_20260623_134007,1587,52.88,29.99,0.1204,0.4987,0.0996,0.1917,240.0,0.1131,1
retrieve_from_the_upper_fridge,episode_0009_20260623_202749,1516,50.48,30.01,0.1096,0.5888,0.0898,0.1475,220.0,0.1252,1
retrieve_from_the_upper_fridge,episode_0010_20260622_194154,1544,51.42,30.01,0.0791,0.4796,0.068,0.1387,260.0,0.1279,1
retrieve_from_the_upper_fridge,episode_0010_20260623_134133,1494,49.76,30.0,0.0898,0.4977,0.0703,0.136,180.0,0.1039,1
retrieve_from_the_upper_fridge,episode_0010_20260623_184912,1722,57.36,30.0,0.075,0.4567,0.061,0.1296,260.0,0.1111,1
retrieve_from_the_upper_fridge,episode_0011_20260622_163947,1661,55.32,30.01,0.0687,0.4729,0.056,0.1154,220.0,0.1145,1
retrieve_from_the_upper_fridge,episode_0011_20260623_134240,1588,52.9,30.0,0.121,0.4442,0.1021,0.2204,220.0,0.1133,1
retrieve_from_the_upper_fridge,episode_0011_20260623_185028,1630,54.3,30.0,0.0516,0.4665,0.0405,0.0848,240.0,0.1185,1
retrieve_from_the_upper_fridge,episode_0011_20260623_202915,1355,45.14,30.0,0.0827,0.5199,0.0694,0.1302,240.0,0.1129,1
retrieve_from_the_upper_fridge,episode_0012_20260622_194322,1441,48.0,30.0,0.1028,0.4938,0.0812,0.1577,220.0,0.123,1
retrieve_from_the_upper_fridge,episode_0012_20260623_134352,1464,48.78,29.99,0.0923,0.4696,0.0697,0.1417,240.0,0.1131,1
retrieve_from_the_upper_fridge,episode_0012_20260623_185148,1618,53.9,30.0,0.0427,0.4341,0.0346,0.0783,240.0,0.1125,1
retrieve_from_the_upper_fridge,episode_0012_20260623_203019,1368,45.58,29.99,0.109,0.5252,0.0892,0.1638,240.0,0.1198,1
retrieve_from_the_upper_fridge,episode_0013_20260622_194425,1721,57.34,30.0,0.0895,0.4407,0.0692,0.1501,240.0,0.1122,1
retrieve_from_the_upper_fridge,episode_0013_20260623_134502,1638,54.56,30.0,0.0819,0.4203,0.0641,0.1464,220.0,0.1057,1
retrieve_from_the_upper_fridge,episode_0013_20260623_185308,1838,61.22,30.01,0.0474,0.4349,0.0386,0.0871,240.0,0.1077,1
retrieve_from_the_upper_fridge,episode_0014_20260622_194534,1659,55.26,30.0,0.1025,0.4517,0.079,0.1662,160.0,0.1147,1
retrieve_from_the_upper_fridge,episode_0014_20260623_134616,1423,47.4,30.0,0.0914,0.4719,0.0703,0.1427,200.0,0.1155,1
retrieve_from_the_upper_fridge,episode_0014_20260623_185425,1725,57.46,30.0,0.0505,0.4432,0.0371,0.0813,240.0,0.1108,1
retrieve_from_the_upper_fridge,episode_0015_20260622_164402,1625,54.14,30.0,0.1262,0.4741,0.1059,0.2142,180.0,0.1132,1
retrieve_from_the_upper_fridge,episode_0015_20260622_194650,1648,54.9,30.0,0.0947,0.4408,0.0808,0.1776,200.0,0.1167,1
retrieve_from_the_upper_fridge,episode_0015_20260623_185539,1782,59.36,30.0,0.0707,0.4458,0.0584,0.1275,240.0,0.1202,1
retrieve_from_the_upper_fridge,episode_0016_20260623_134743,1421,47.34,30.0,0.0669,0.4676,0.0585,0.1228,220.0,0.1131,1
retrieve_from_the_upper_fridge,episode_0016_20260623_185656,1713,57.06,30.0,0.0561,0.4632,0.0368,0.0763,240.0,0.1176,1
retrieve_from_the_upper_fridge,episode_0017_20260622_164556,1752,58.36,30.0,0.1057,0.4843,0.0902,0.1806,240.0,0.1594,1
retrieve_from_the_upper_fridge,episode_0017_20260622_194836,1571,52.32,30.01,0.1306,0.4497,0.0962,0.1987,260.0,0.1196,1
retrieve_from_the_upper_fridge,episode_0017_20260623_134847,1592,53.04,30.0,0.083,0.406,0.0641,0.1509,220.0,0.1117,1
retrieve_from_the_upper_fridge,episode_0017_20260623_185809,1419,47.26,30.0,0.0726,0.5416,0.055,0.0984,260.0,0.134,1
retrieve_from_the_upper_fridge,episode_0018_20260622_164724,1577,52.54,30.0,0.0939,0.5539,0.0869,0.155,300.0,0.156,1
retrieve_from_the_upper_fridge,episode_0018_20260622_194952,1661,55.34,30.0,0.1241,0.4578,0.0946,0.1941,240.0,0.1109,1
retrieve_from_the_upper_fridge,episode_0018_20260623_134956,1463,48.72,30.01,0.0889,0.4637,0.0657,0.1348,240.0,0.1031,1
retrieve_from_the_upper_fridge,episode_0018_20260623_185916,1604,53.42,30.01,0.0786,0.4941,0.0593,0.1154,240.0,0.1269,1
retrieve_from_the_upper_fridge,episode_0019_20260622_164840,1562,52.04,30.0,0.1108,0.5112,0.0955,0.1813,320.0,0.1658,1
retrieve_from_the_upper_fridge,episode_0019_20260622_195114,1721,57.32,30.01,0.1116,0.4233,0.0872,0.1948,220.0,0.1238,1
retrieve_from_the_upper_fridge,episode_0019_20260623_135104,1626,54.18,29.99,0.0628,0.4357,0.0517,0.1157,240.0,0.1091,1
retrieve_from_the_upper_fridge,episode_0019_20260623_190031,1749,58.28,29.99,0.0698,0.4153,0.0538,0.1247,240.0,0.121,1
retrieve_from_the_upper_fridge,episode_0020_20260622_165015,1615,53.8,30.0,0.1078,0.4771,0.0874,0.1756,260.0,0.1321,1
retrieve_from_the_upper_fridge,episode_0020_20260622_195228,1489,49.58,30.01,0.0974,0.4772,0.0813,0.1649,200.0,0.115,1
retrieve_from_the_upper_fridge,episode_0020_20260623_135215,1458,48.58,29.99,0.0961,0.4695,0.0762,0.1557,220.0,0.1085,1
retrieve_from_the_upper_fridge,episode_0021_20260622_195331,1539,51.26,30.0,0.1235,0.4974,0.1001,0.1923,200.0,0.1146,1
retrieve_from_the_upper_fridge,episode_0021_20260623_190304,1706,56.84,30.0,0.0534,0.4422,0.044,0.0974,260.0,0.1205,2
retrieve_from_the_upper_fridge,episode_0022_20260622_165214,1714,57.1,30.0,0.0671,0.4133,0.0578,0.1367,260.0,0.1348,1
retrieve_from_the_upper_fridge,episode_0022_20260622_195438,1762,58.7,30.0,0.1068,0.4304,0.0852,0.1884,240.0,0.1177,1
retrieve_from_the_upper_fridge,episode_0022_20260623_135405,1469,48.92,30.01,0.0858,0.4612,0.0783,0.1672,200.0,0.1094,1
retrieve_from_the_upper_fridge,episode_0022_20260623_190426,1806,60.18,29.99,0.0609,0.4144,0.0471,0.11,240.0,0.1085,1
retrieve_from_the_upper_fridge,episode_0023_20260622_165340,1591,53.0,30.0,0.078,0.4623,0.0692,0.1469,220.0,0.1151,1
retrieve_from_the_upper_fridge,episode_0023_20260622_195551,1317,43.86,30.0,0.1315,0.5137,0.114,0.2146,240.0,0.1413,1
retrieve_from_the_upper_fridge,episode_0023_20260623_135512,1647,54.86,30.0,0.0765,0.4149,0.0626,0.1459,260.0,0.115,1
retrieve_from_the_upper_fridge,episode_0024_20260622_195653,1459,48.6,30.0,0.1296,0.5185,0.1111,0.2069,220.0,0.1117,1
retrieve_from_the_upper_fridge,episode_0024_20260623_135629,1527,50.86,30.0,0.0806,0.4908,0.0636,0.1252,220.0,0.1207,1
retrieve_from_the_upper_fridge,episode_0024_20260623_190611,1605,53.46,30.0,0.0549,0.4738,0.048,0.0999,260.0,0.1152,1
retrieve_from_the_upper_fridge,episode_0025_20260622_165707,1613,53.74,30.0,0.1148,0.4516,0.0931,0.1966,240.0,0.153,1
retrieve_from_the_upper_fridge,episode_0025_20260622_195758,1437,47.86,30.0,0.1065,0.4965,0.0857,0.1655,200.0,0.1087,2
retrieve_from_the_upper_fridge,episode_0025_20260623_135741,1445,48.14,30.0,0.0935,0.509,0.0727,0.1373,240.0,0.1077,1
retrieve_from_the_upper_fridge,episode_0025_20260623_190734,1627,54.2,30.0,0.0486,0.4656,0.0412,0.0871,240.0,0.1132,1
retrieve_from_the_upper_fridge,episode_0026_20260622_195909,1434,47.76,30.0,0.104,0.4815,0.0789,0.1556,200.0,0.1193,1
retrieve_from_the_upper_fridge,episode_0026_20260623_135847,1477,49.2,30.0,0.107,0.5224,0.0793,0.1441,180.0,0.1103,1
retrieve_from_the_upper_fridge,episode_0026_20260623_190845,1570,52.3,30.0,0.0535,0.4978,0.0395,0.0772,240.0,0.1201,1
retrieve_from_the_upper_fridge,episode_0027_20260622_200010,1456,48.5,30.0,0.1168,0.4838,0.0893,0.1747,220.0,0.1139,1
retrieve_from_the_upper_fridge,episode_0027_20260623_135951,1480,49.3,30.0,0.0967,0.4848,0.0751,0.1482,180.0,0.1077,1
retrieve_from_the_upper_fridge,episode_0027_20260623_190953,1551,51.66,30.0,0.0432,0.4981,0.0342,0.0674,280.0,0.1165,1
retrieve_from_the_upper_fridge,episode_0028_20260622_170201,1536,51.16,30.0,0.0984,0.4906,0.0762,0.1487,240.0,0.1156,1
retrieve_from_the_upper_fridge,episode_0028_20260622_200113,1650,54.96,30.0,0.0885,0.4378,0.0679,0.1481,240.0,0.1062,1
retrieve_from_the_upper_fridge,episode_0028_20260623_140102,1449,48.26,30.0,0.0939,0.4924,0.0704,0.1365,220.0,0.1152,1
retrieve_from_the_upper_fridge,episode_0028_20260623_191101,1599,53.26,30.0,0.0307,0.4756,0.0232,0.0479,240.0,0.1134,1
retrieve_from_the_upper_fridge,episode_0029_20260622_170327,1607,53.54,30.0,0.0672,0.477,0.043,0.0857,220.0,0.1138,1
retrieve_from_the_upper_fridge,episode_0029_20260622_200228,1461,48.68,29.99,0.1295,0.5089,0.0959,0.1768,220.0,0.1109,1
retrieve_from_the_upper_fridge,episode_0029_20260623_140205,1530,50.96,30.0,0.0876,0.4879,0.0647,0.1268,200.0,0.1163,1
retrieve_from_the_upper_fridge,episode_0029_20260623_191212,1664,55.42,30.01,0.0385,0.4275,0.0271,0.0616,260.0,0.121,1
retrieve_from_the_upper_fridge,episode_0030_20260622_200330,1528,50.9,30.0,0.0878,0.4833,0.0675,0.1339,220.0,0.117,1
retrieve_from_the_upper_fridge,episode_0030_20260623_140313,1564,52.1,30.0,0.0915,0.4939,0.0729,0.1423,220.0,0.1085,1
retrieve_from_the_upper_fridge,episode_0030_20260623_191324,1713,57.06,30.0,0.0532,0.462,0.0444,0.0943,240.0,0.1323,1
retrieve_from_the_upper_fridge,episode_0031_20260622_170522,1784,59.42,30.01,0.0662,0.4083,0.0505,0.119,280.0,0.1187,1
retrieve_from_the_upper_fridge,episode_0031_20260622_200435,1567,52.2,30.0,0.0766,0.4706,0.0613,0.1261,240.0,0.128,1
retrieve_from_the_upper_fridge,episode_0031_20260623_140420,1512,50.36,30.0,0.096,0.5235,0.0761,0.1401,180.0,0.1026,1
retrieve_from_the_upper_fridge,episode_0031_20260623_191445,1608,53.56,30.0,0.0516,0.4412,0.0361,0.079,240.0,0.1234,1
retrieve_from_the_upper_fridge,episode_0032_20260622_170648,1380,45.96,30.0,0.0979,0.5047,0.0674,0.126,220.0,0.1189,1
retrieve_from_the_upper_fridge,episode_0032_20260622_200539,1515,50.48,29.99,0.0997,0.4934,0.0786,0.1528,200.0,0.11,1
retrieve_from_the_upper_fridge,episode_0032_20260623_140528,1650,54.98,29.99,0.0916,0.4621,0.071,0.147,200.0,0.1117,1
retrieve_from_the_upper_fridge,episode_0032_20260623_191557,1645,54.78,30.01,0.0468,0.4617,0.0395,0.0843,280.0,0.1315,1
retrieve_from_the_upper_fridge,episode_0033_20260622_170751,1760,58.64,30.0,0.1103,0.5952,0.1001,0.1653,240.0,0.1735,1
retrieve_from_the_upper_fridge,episode_0033_20260622_200645,1590,52.96,30.0,0.124,0.4852,0.0881,0.1691,220.0,0.1082,1
retrieve_from_the_upper_fridge,episode_0033_20260623_191708,1629,54.26,30.0,0.0448,0.4509,0.0332,0.0717,260.0,0.1221,1
retrieve_from_the_upper_fridge,episode_0034_20260622_200750,1645,54.8,30.0,0.1168,0.4781,0.0845,0.1657,180.0,0.1099,1
retrieve_from_the_upper_fridge,episode_0034_20260623_140717,1411,47.0,30.0,0.0908,0.5319,0.0723,0.1314,220.0,0.1331,1
retrieve_from_the_upper_fridge,episode_0034_20260623_191818,1567,52.2,30.0,0.0683,0.5268,0.0524,0.0965,260.0,0.1212,1
retrieve_from_the_upper_fridge,episode_0035_20260622_200859,1576,52.5,30.0,0.1429,0.4698,0.1067,0.2108,200.0,0.1038,1
retrieve_from_the_upper_fridge,episode_0035_20260623_140824,1454,48.42,30.01,0.0619,0.4914,0.0523,0.1044,240.0,0.1134,1
retrieve_from_the_upper_fridge,episode_0036_20260622_201005,1705,56.8,30.0,0.1221,0.4636,0.0886,0.1783,240.0,0.1102,1
retrieve_from_the_upper_fridge,episode_0036_20260623_140927,1468,48.9,30.0,0.0743,0.4656,0.0491,0.1,200.0,0.1112,1
retrieve_from_the_upper_fridge,episode_0037_20260622_201111,1665,55.46,30.0,0.1238,0.482,0.0968,0.1901,200.0,0.11,1
retrieve_from_the_upper_fridge,episode_0037_20260623_141031,1565,52.12,30.01,0.0556,0.4821,0.046,0.0936,240.0,0.1071,1
retrieve_from_the_upper_fridge,episode_0038_20260623_141138,1417,47.2,30.0,0.0643,0.5071,0.0494,0.0947,220.0,0.1171,1
retrieve_from_the_upper_fridge,episode_0038_20260623_192156,1539,51.26,30.0,0.0787,0.4831,0.0637,0.1279,240.0,0.1333,1
retrieve_from_the_upper_fridge,episode_0039_20260622_201242,1476,49.16,30.0,0.1031,0.5322,0.0854,0.1554,280.0,0.1239,1
retrieve_from_the_upper_fridge,episode_0039_20260623_141240,1561,52.0,30.0,0.1032,0.4782,0.0724,0.1423,200.0,0.1127,1
retrieve_from_the_upper_fridge,episode_0039_20260623_192306,1609,53.6,30.0,0.0591,0.4845,0.0448,0.0898,240.0,0.1389,1
retrieve_from_the_upper_fridge,episode_0040_20260622_201344,1597,53.2,30.0,0.0827,0.4718,0.067,0.1375,220.0,0.1086,1
retrieve_from_the_upper_fridge,episode_0040_20260623_141349,1499,49.94,30.0,0.1362,0.5227,0.1148,0.211,180.0,0.1101,1
retrieve_from_the_upper_fridge,episode_0040_20260623_192414,1543,51.42,29.99,0.0538,0.4786,0.0422,0.086,200.0,0.1217,1
retrieve_from_the_upper_fridge,episode_0041_20260622_201450,1566,52.18,29.99,0.108,0.4703,0.0863,0.1753,240.0,0.1019,1
retrieve_from_the_upper_fridge,episode_0041_20260623_141500,1489,49.6,30.0,0.1055,0.4966,0.0827,0.1591,240.0,0.1096,1
retrieve_from_the_upper_fridge,episode_0041_20260623_192520,1562,52.04,30.0,0.0602,0.5157,0.0506,0.0963,220.0,0.113,1
retrieve_from_the_upper_fridge,episode_0042_20260622_201553,1586,52.82,30.01,0.1054,0.4789,0.0864,0.1736,160.0,0.1079,1
retrieve_from_the_upper_fridge,episode_0042_20260623_141608,1466,48.82,30.01,0.0512,0.4997,0.0341,0.0661,220.0,0.1148,1
retrieve_from_the_upper_fridge,episode_0042_20260623_192629,1589,52.94,30.0,0.039,0.4761,0.0309,0.0637,280.0,0.129,1
retrieve_from_the_upper_fridge,episode_0043_20260623_141713,1529,50.92,30.01,0.0713,0.4804,0.0556,0.1121,220.0,0.1131,1
retrieve_from_the_upper_fridge,episode_0043_20260623_192740,1546,51.5,30.0,0.0634,0.4958,0.046,0.0895,240.0,0.1111,1
retrieve_from_the_upper_fridge,episode_0044_20260622_201745,1467,48.88,29.99,0.1269,0.4618,0.0982,0.2003,180.0,0.1022,1
retrieve_from_the_upper_fridge,episode_0044_20260623_141819,1467,48.86,30.0,0.0907,0.5048,0.0757,0.1457,180.0,0.1138,1
retrieve_from_the_upper_fridge,episode_0044_20260623_192846,1655,55.14,30.0,0.0931,0.5206,0.0804,0.1508,240.0,0.1406,1
retrieve_from_the_upper_fridge,episode_0045_20260622_201845,1542,51.36,30.0,0.1032,0.4568,0.0681,0.1385,239.9,0.1116,1
